[Relic Names]|en|fi|pt|ru|zh|ja|ko|de|fr
talent_desc_relicFlySwatter|Cast to read a random meme.||Conjure para ler um meme aleatório.|Разыгрывается для чтения случайного мема.|施放後,隨機閱讀一個迷因|ランダムなミームを表示する。|시전하여 무작위 밈을 읽습니다.||Lancez pour lire un meme au hasard.
talent_desc_relicAngelStaff|Cast to unleash apocalypse on small AOE around you dealing Magic Damage.||Conjure para desencadear o apocalipse em uma pequena área ao seu redor, causando Dano Mágico|Разыгрывайте, чтобы вызвать апокалипсис на небольших AOE вокруг вас, нанося магический урон.|對周圍的小範圍施放天啟,造成魔法傷害.|周囲の小範囲に黙示録を解き放ち、魔法ダメージを与える。|자신 주변의 작은 광역 범위에 종말을 일으켜 마법 데미지를 줍니다.||Lancez pour déchaîner l'apocalypse sur une petite zone autour de vous en infligeant des dégâts magiques.
talent_desc_relicRocketBarrage|Cast to launch 4 rockets towards nearest enemies dealing Damage on impact.||Conjure para lançar 4 foguetes em direção aos inimigos mais próximos, causando Dano no impacto.|Разыгрывается для запуска 4 ракет в сторону ближайших врагов, наносящих урон при попадании.|向最近的敵人發射4枚火箭,撞擊時造成傷害.|近くの敵に向かって4発のロケットを発射し、着弾時にダメージを与える。|가장 가까운 적을 향해 로켓 4발을 발사해 충돌 시 데미지를 줍니다.||Lancez 4 fusées vers les ennemis les plus proches en leur infligeant des dégâts à l'impact.
talent_desc_relicShiv|Cast to throw 4 blades towards target location dealing Damage.||Conjure para lançar 4 lâminas na direção apontada, causando Dano.|Бросок, чтобы бросить 4 клинка в сторону цели, наносящих урон.|向目標位置投擲4個刀片,造成傷害|指定した場所に4枚の刃を投げダメージを与える。|목표 지점에 칼날 4개를 던져 데미지를 줍니다.||Lancez pour projeter 4 lames vers l'endroit ciblé en infligeant des dégâts.
talent_desc_relicStickmanSteve|Cast to summon Stickman Steve to attack nearest enemies dealing Damage.||Conjure para convocar o Stickman Steve para atacar os inimigos mais próximos, causando Dano.|Бросок для вызова Крупье Стива, который атакует ближайших врагов, нанося им урон.|召喚火柴人史蒂夫來攻擊最近的敵人,造成傷害|スティックマン・スティーブを召喚し、近くの敵を攻撃する。|스틱맨 스티브를 소환하여 가까운 적을 공격하게 합니다.||Lancez pour invoquer Stickman Steve et attaquer les ennemis les plus proches en leur infligeant des dégâts.
talent_desc_relicBomb|Cast to leave a bomb behind that explodes in an AOE dealing Damage.||Conjure para deixar uma bomba para trás que explode em área, causando Dano.|Бросок оставляет после себя бомбу, которая взрывается во время AOE, нанося урон.|施放後留下一顆炸彈,在範圍內爆炸,造成傷害|爆弾を置き、範囲内の敵にダメージを与えて爆発する。|폭탄을 남겨 폭발로 광역 데미지를 줍니다.||Lancez pour laisser une bombe derrière vous qui explose en infligeant des dégâts de zone.
talent_desc_relicMeatHook|Cast to hook and pull the nearest enemy closer to you stunning them and dealing Damage.||Conjure para puxar os inimigo mais próximo até você, atordoando-o e causando Dano.|Примените заклинание, чтобы зацепить и притянуть ближайшего врага ближе к себе, оглушая его и нанося урон.|施放以鉤住並將最近的敵人拉近,使他們暈眩並造成傷害|最も近い敵を引き寄せて気絶させ、ダメージを与える。|가장 가까운 적을 갈고리로 끌어당기며 기절시키고 데미지를 줍니다.||Lancez pour attraper et attirer l'ennemi le plus proche vers vous en l'étourdissant et en lui infligeant des dégâts.
talent_desc_relicCandyCrusher|Cast to launch candy around you exploding and dealing Magic Damage.||Conjure para lançar doce em volta de você, explodindo e causando Dano Mágico.|Применяйте заклинание, чтобы запускать вокруг себя взрывающиеся конфеты, наносящие магический урон.|施放在你周圍發射糖果並爆炸並造成魔法傷害|キャンディを周囲にばらまき、爆発して魔法ダメージを与える。|주변에 사탕을 날려 폭발시키며 마법 데미지를 줍니다.||Lancez pour faire exploser les bonbons autour de vous et infliger des dégâts magiques.
talent_desc_relicNinjaHook|Cast to hook and pull 3 closest enemies towards you dealing Damage.||Conjure para puxar em sua direção os 3 inimigos mais próximos de você, causando Dano.|Примените заклинание, чтобы зацепить и притянуть к себе 3 ближайших врага, нанося им урон.|施法以鉤住並拉近3個最近的敵人,造成傷害|3体の敵を引き寄せてダメージを与える。|가장 가까운 적 3명을 갈고리로 끌어당기며 데미지를 줍니다.||Lancez pour attraper et tirer 3 ennemis les plus proches vers vous en leur infligeant des dégâts.
talent_desc_relicShadeOfDeath|Cast to strike enemies around you with power of Death stunning and dealing Magic Damage.||Conjure para acertar inimigos em sua volta com o poder da Morte, atordoando-os e causando Dano Mágico.|Применяйте заклинание, поражающее врагов вокруг вас силой Смерти, оглушающее и наносящее магический урон.|使用死亡之力攻擊周圍的敵人並造成魔法傷害|死の力で周囲の敵を攻撃し、気絶させて魔法ダメージを与える。|죽음의 힘으로 주변 적을 타격해 기절시키고 마법 데미지를 줍니다.||Lancez le sort pour frapper les ennemis autour de vous avec la puissance de la Mort, qui les étourdit et leur inflige des dégâts magiques.
talent_desc_relicDislocatedEye|Cast to strike enemies around you with Crippling Cold freezing and dealing Cold Damage.||Conjure para acertar inimigos em sua volta com o frio congelante, causando Dano de Gelo.|Применяйте заклинание, чтобы поражать окружающих вас врагов сокрушительным замораживанием и наносить урон от холода.|使用致殘寒冷凍結並造成寒冷傷害來攻擊周圍的敵人|凍える冷気で周囲の敵を攻撃し、氷ダメージを与えて凍結させる。|얼리는 냉기로 주변 적을 타격해 냉기 데미지를 줍니다.||Lancez pour frapper les ennemis autour de vous avec Froid mordant qui les gèle et leur inflige des dégâts de froid.
talent_desc_relicOrbOfFire|Cast to summon a fiery hydra that shoots fire at enemies dealing Fire Damage.||Conjure para convocar uma hidra ardente que atira fogo em seus inimigos, causando Dano de Fogo.|Используйте заклинание для вызова огненной гидры, которая стреляет огнем во врагов, нанося урон огнем.|施放召喚一隻熾熱的九頭蛇,向敵人發射火焰,造成火焰傷害|火のヒドラを召喚し、火炎ダメージを与える。|불을 뿜는 히드라를 소환하여 적에게 불 데미지를 줍니다.||Lancez pour invoquer une Hydre qui crache sur les ennemis en leur infligeant des dégâts de feu.
talent_desc_relicOrbOfIce|Cast a Frozen Orb that shoots ice shards while moving towards target location dealing Cold Damage.||Conjura um orbe congelado que atira fragmentos de gelo enquanto move-se na direção-alvo, causando Dano de Gelo.|Бросьте замороженный шар, который стреляет ледяными осколками во время движения к цели, нанося урон холодом.|施放一個冰凍球,在向目標位置移動時發射冰碎片,造成寒冷傷害|凍ったオーブを投げ、氷の破片を放ちながら指定地点に向かう。|이동하며 얼음 파편을 쏘는 프로즌 오브를 목표 지점으로 보냅니다.||Lancez Orbe de glace qui projette des éclats de glace tout en se déplaçant vers la cible et en lui infligeant des dégâts de froid.
talent_desc_relicOrbOfPoison|Cast a poison nova around you dealing Poison Damage and poisoning the enemies.||Conjura uma nova venenosa em volta e você, causando Dano de Veneno e envenenando inimigos.|Разразите вокруг себя ядовитую нову, наносящую урон ядом и отравляющую врагов.|在你周圍施放一顆毒新星,造成中毒傷害並使敵人中毒|周囲に毒のノヴァを放ち、毒ダメージと毒状態を与える。|독의 파동을 일으켜 주변 적에게 독 데미지를 주고 중독시킵니다.||Lancez Nova de poison autour de vous qui inflige des dégâts de poison et empoisonne les ennemis.
talent_desc_relicOrbOfChaos|Cast to explode enemies around you in Chaos dealing Damage.||Conjure para explodir inimigos em volta de você, causando Dano.|Применяйте заклинание, чтобы взрывать врагов вокруг вас в Хаосе, нанося урон.||施放一個混沌球爆炸周圍的敵人,造成傷害|周囲の敵を混沌の力で爆発させダメージを与える。|혼돈의 폭발로 주변 적을 데미지로 폭파시킵니다.||Lancez pour faire exploser les ennemis autour de vous en leur infligeant des dégâts.
talent_desc_relicBouncy|Launch a bouncing spike ball towards target location dealing Damage on impact.||Lança uma bola de espinhos saltitante na direção-alvo, causando Dano no impacto.|Запустите прыгающий шар с шипами в сторону цели, нанося урон при ударе.|向目標位置發射彈跳尖刺球,造成撞擊傷害|跳ねるスパイクボールを指定地点に投げ、着弾でダメージを与える。|튕기는 가시공을 목표 지점으로 던져 충돌 시 데미지를 줍니다.||Lance une boule de pointes rebondissantes vers la cible, infligeant des dégâts à l'impact.
talent_desc_relicBalalayka|Cast to play incredible solo that explodes in small AOE (because it’s so good) and deals Damage.||Conjure para tocar um solo incrível que explode em uma pequena área (porque é bom demais), causando Dano.|Разыгрывается невероятное соло, которое взрывается при небольшом AOE (потому что оно такое хорошее) и наносит урон.|演奏令人難以置信的獨奏,在小範圍內爆炸（因為它太棒了）並造成傷害|圧倒的なソロ演奏を奏で、小範囲に爆発しダメージを与える。|놀라운 솔로 연주를 하여 작은 광역 폭발을 일으키고 데미지를 줍니다.||Lancez pour jouer un solo incroyable qui explose dans une petite zone et inflige des dégâts.
talent_desc_relicDarts|Cast to throw darts in a circle around you dealing Damage on hit.||Conjure para lançar dardos em um círculo a sua volta, causando Dano no impacto.|Бросайте дротики по кругу вокруг себя, нанося урон при попадании.|將飛鏢丟向你周圍一圈,擊中時造成傷害|周囲にダーツを投げ、命中した敵にダメージを与える。|자신을 중심으로 다트를 던져 적중 시 데미지를 줍니다.||Lancez pour projeter des fléchettes en cercle autour de vous, infligeant des dégâts au contact.
talent_desc_relicSatansHorn|Cast to raise spikes around target location dealing Damage.||Conjure para levantar espinhos em volta do local-alvo, causando Dano.|Бросьте, чтобы поднять шипы вокруг целевого местоположения, наносящие урон.|以在目標位置周圍引發尖刺,造成傷害|指定地点にトゲを発生させダメージを与える。|목표 지점에 가시를 솟구치게 하여 데미지를 줍니다.||Lancer pour faire surgir des pointes autour de la cible et lui infliger des dégâts.
talent_desc_relicJarOfFlies|Cast to release a fly from the jar to your close proximity dealing Damage on hit.||Conjure para criar espinhos ao redor do local-alvo, causando Dano.|Примените заклинание, чтобы выпустить муху из банки в непосредственной близости от вас, нанося урон при попадании.|將一隻蒼蠅從罐子裡釋放到你附近,擊中時造成傷害|瓶からハエを放ち、近くの敵にダメージを与える。|병 속의 파리를 풀어 근처에서 적중 시 데미지를 줍니다.||Lancez pour libérer une mouche proche de vous, infligeant des dégâts en cas de contact.
talent_desc_relicSatansTooth|Cast to set enemies around you in flames for a short period dealing Fire Damage.||Conjure para tacar fogo em inimigos em sua volta por um curto período de tempo, causando Dano de Fogo.|Применяйте заклинание, чтобы на короткое время поджечь окружающих вас врагов, нанося им урон от огня.|讓你周圍的敵人短時間內陷入火焰,造成火焰傷害|周囲の敵を短時間炎上させ、火ダメージを与える。|주변 적에게 불을 붙여 일정 시간 동안 불 데미지를 줍니다.||Lancez pour enflammer les ennemis autour de vous pendant une courte période en leur infligeant des dégâts de feu.
talent_desc_relicBoomerang|Cast to throw a boomerang in towards target location dealing Damage on hit.||Conjure para arremessar um bumerangue na direção-alvo, causando Dano.|Бросок, чтобы бросить бумеранг в сторону цели, наносящий урон при попадании.|向目標位置投擲迴力鏢,擊中時造成傷害|ブーメランを指定地点に投げ、命中した敵にダメージを与える。|부메랑을 목표 지점으로 던져 적중 시 데미지를 줍니다.||Lancez un boomerang en direction de l'endroit ciblé en infligeant des dégâts au toucher.
talent_desc_relicSquishy|Cast to summon Squishy the Suicidal Pig to run towards nearest enemy and drop a stone on itself dealing Damage.||Conjure para convocar Squishy, o Porco Suicida para correr em direção ao inimigo mais próximo e jogar uma pedra sobre si mesmo, causando Dano.|Бросок для вызова Сквиши, Свиньи-самоубийцы, которая бежит к ближайшему врагу и бросает в себя камень, наносящий урон.|召喚自殺豬Squishy跑向最近的敵人,並向其自身扔下一塊石頭,造成傷害|自殺願望のブタ「スクイッシー」を召喚し、最も近い敵に向かって走り石を落としてダメージを与える。|자살 돼지 스퀴시를 소환하여 가장 가까운 적에게 돌을 떨어뜨려 데미지를 줍니다.||Lancer pour invoquer Squishy le cochon suicidaire qui court vers l'ennemi le plus proche et laisse tomber une pierre sur lui-même en infligeant des dégâts.
talent_desc_relicLightCola|Cast to drink cola that increases your Movement Speed for short period.||Conjure para beber cola que aumenta sua Velocidade de Movimento por um curto período de tempo.|Бросьте пить колу, которая на короткое время увеличивает вашу скорость передвижения.|喝可樂可以短時間內提高你的移動速度|コーラを飲み、一時的に移動速度を上げる。|콜라를 마셔 일시적으로 이동 속도를 증가시킵니다.||Lancer pour boire du cola qui augmente votre vitesse de marche/course pendant une courte période.
talent_desc_relic1000kg|Cast to drop a 1000kg weight on target location dealing Damage.||Conjure para jogar um peso de 1000kg no local-alvo, causando Dano.|Бросок для сброса веса 1000 кг на целевое местоположение, наносящего урон.|將1000公斤的重物丟到目標位置造成傷害|1000kgの重りを指定地点に落としダメージを与える。|목표 지점에 1000kg의 무게를 떨어뜨려 데미지를 줍니다.||Lancez pour faire tomber un poids de 1000 kg sur l'endroit ciblé, ce qui inflige des dégâts.
talent_desc_relicKeyGen|Stun and deal Damage to literally everything on the screen.||Atordoe e dê Dano a literalmente tudo na tela.|Оглушайте и наносите урон буквально всему на экране.|對螢幕上的幾乎所有東西造成眩暈和傷害|画面内のすべての敵を気絶させダメージを与える。|화면 전체의 모든 것에게 기절과 데미지를 줍니다.||Paralyser et infliger des dégâts à tout ce qui se trouve à l'écran.
talent_desc_relicDragonsHead|Cast to breath fire towards target location dealing Fire Damage.||Conjure para assoprar fogo na direção-alvo, causando Dano de Fogo.|Разыгрывается, чтобы выдыхать огонь в направлении цели, нанося урон от огня.|向目標位置噴火,造成火焰傷害|指定地点に向かって火を吐き、火ダメージを与える。|목표 지점으로 불을 내뿜어 불 데미지를 줍니다.||Lancez pour souffler du feu vers l'endroit ciblé en infligeant des dégâts de feu.
talent_desc_relicCasinoDice|Cast to drop a Casino Dice on target location exploding and dealing Damage.||Conjure para jogar um Dado de Cassino no local-alvo, explodindo e causando Dano.|Бросьте, чтобы бросить кости казино в целевое местоположение, взрывающиеся и наносящие урон.|將賭場骰子丟到目標位置爆炸並造成傷害|カジノのサイコロを指定地点に落とし、爆発してダメージを与える。|목표 지점에 카지노 주사위를 떨어뜨려 폭발시키고 데미지를 줍니다.||Lancez un dé de casino sur la cible, qui explose et inflige des dégâts.
talent_desc_relicVajdra|Cast to throw a storm javelin towards target location that casts chain lightning dealing Lightning Damage.||Conjure para arremessar um dardo na direção alvo que conjura uma cadeia de raios, causando Dano de Raios.|Бросок, чтобы бросить штормовое копье в сторону цели, которое бросает цепную молнию, наносящую урон от молнии.|向目標位置投擲風暴標槍.施放連鎖閃電.造成閃電傷害|稲妻を帯びた槍を指定地点に投げ、チェインライトニングを発動する。|목표 지점에 폭풍 투창을 던져 연쇄 번개를 일으키며 번개 데미지를 줍니다.||Lancez un javelot d'orage vers la cible qui projette des éclairs en chaîne infligeant des dégâts de foudre.
talent_desc_relicMaryosPipe|Cast to teleport a short distance to target location.||Conjure para teletransportar em uma curta distância até o local-alvo.|Используйте заклинание для телепортации на короткое расстояние к месту назначения.|傳送一小段距離到目標位置|指定地点へ短距離テレポートする。|짧은 거리로 목표 지점에 순간이동합니다.||Lancez pour vous téléporter sur une courte distance jusqu'à l'endroit ciblé.
talent_desc_relicRottenApple|Cast to quickly poison all targets around you dealing Poison Damage.||Conjure para envenenar rapidamente todos os alvos em volta de você, causando Dano de Veneno.|Применяйте заклинание, чтобы быстро отравить все цели вокруг вас, нанося урон ядом.|快速毒害你周圍的所有目標|周囲のすべての敵に毒を素早く付与し、毒ダメージを与える。|주변의 모든 적을 빠르게 중독시켜 독 데미지를 줍니다.||Lancez pour empoisonner rapidement toutes les cibles autour de vous en leur infligeant des dégâts de poison.
talent_desc_relicDeliciousPie|Cast to summon a pie on the ground that explodes after some time dealing Damage.||Conjure para convocar uma torta no chão que explode após um tempo, causando Dano.|Бросьте вызов пирогу на земле, который через некоторое время взрывается, нанося урон.|在地上召喚一個餡餅,在一段時間後爆炸,造成傷害|地面にパイを召喚し、時間経過で爆発しダメージを与える。|일정 시간 후 폭발하는 파이를 땅에 소환하여 데미지를 줍니다.||Lancer pour invoquer une tarte sur le sol qui explose au bout d'un certain temps en infligeant des dégâts.
talent_desc_relicWizardsHat|Cast to instantly restore some Mana.||Conjure para recuperar um pouco de Mana instantaneamente.|Примените заклинание, чтобы мгновенно восстановить часть маны.|立即恢復一些法力|瞬時にマナを回復する。|즉시 마나를 일부 회복합니다.||Lancez pour restaurer instantanément un peu de mana.
talent_desc_relicLootarang|I argue that this talent does not exist.||I argue that this talent does not exist.|Я утверждаю, что такого таланта не существует.|我認為這個技能不存在|このタレントは存在しないと主張する。|이 특성은 존재하지 않는다고 주장합니다.||Je suis certain que ce talent n'existe pas.
talent_desc_relicPropHunt|I argue that this talent does not exist.||I argue that this talent does not exist.|Я утверждаю, что такого таланта не существует.|我認為這個技能不存在|このタレントは存在しないと主張する。|이 특성은 존재하지 않는다고 주장합니다.||Je suis certain que ce talent n'existe pas.
talent_desc_relicDogeRocket|Cast on target location to summon a Doge rocket that flies off and collides with the moon which causes moon fragments to rain back down dealing Damage. Much Wow.||Conjure no local-alvo para convocar um Foguete de Doge que decola e colide com a lua, fazendo com que chovam fragmentos da lua, causando Dano. Muito uau.|"Примените заклинание в целевом местоположении, чтобы вызвать ракету ""Дож"", которая улетает и сталкивается с Луной, из-за чего осколки луны дождем падают обратно, нанося урон. Ничего себе."|在目標位置施放,召喚一枚Doge火箭,火箭飛出並與月球相撞,導致月球碎片如雨般落下,造成傷害|指定地点にドージロケットを召喚し、月に衝突して月の欠片が降り注ぎダメージを与える。とてもすごい。|목표 지점에 도지 로켓을 소환하여 달에 충돌하게 하고, 달 파편이 떨어져 데미지를 줍니다. 매우 멋짐.||Lancez à l'endroit ciblé pour invoquer une fusée Doggo qui s'envole et entre en collision avec la lune, ce qui provoque une pluie de fragments de lune infligeant des dégâts. Encore plus de Waouh.
talent_desc_relicHalloweenBasket|Cast to summon a candy basket on target location that explodes after some time launching candy in air that deal Damage.||Conjure para convocar uma cesta de doces no local-alvo que explode após um tempo, arremessando doces no ar causando Dano.|Применяйте заклинание для вызова корзины со сладостями на заданном месте, которая через некоторое время взрывается, подбрасывая в воздух конфеты, наносящие урон.|在目標位置召喚一個糖果籃,在一段時間後爆炸,將糖果發射到空中,造成傷害|指定地点にキャンディバスケットを召喚し、時間経過で爆発、キャンディが舞い上がりダメージを与える。|목표 지점에 일정 시간 후 폭발하는 사탕 바구니를 소환하고, 공중에 사탕을 날려 데미지를 줍니다.||Lancez pour invoquer un panier de bonbons à l'endroit ciblé qui explose après un certain temps en lançant des bonbons en l'air qui infligent des dégâts.
talent_desc_relicSnowBall|Cast to throw a snowball in target direction dealing Cold Damage.||Conjure para arremessar uma bola de neve na direção-alvo, causando Dano de Gelo.|Бросок, чтобы бросить снежок в направлении цели, наносящий урон холодом.|向目標方向投擲雪球,造成冰冷傷害|指定方向に雪玉を投げ、氷ダメージを与える。|목표 방향으로 눈덩이를 던져 냉기 데미지를 줍니다.||Lancez une boule de neige dans la direction de la cible en infligeant des dégâts de froid.
talent_desc_relicThievesGlove|Cast to launch a glove towards the nearest target stealing their wallet.||Conjure para lançar uma luva em direção ao inimigo mais próximo, roubando sua carteira.|Бросьте перчатку в ближайшую цель, чтобы украсть ее кошелек.|向最近的目標發射手套,偷走他們的錢包|近くの敵に向かってグローブを投げ、財布を盗む。|가장 가까운 적에게 장갑을 던져 지갑을 훔칩니다.||Lance un gant vers la cible la plus proche pour lui voler son portefeuille.
talent_desc_relicShocker|Cast to launch an electric charge towards target location socking the enemy.||Conjure para lançar uma carga elétrica em direção ao local-alvo, eletrocutando o inimigo.|Бросок для запуска электрического заряда в направлении цели, поражающего противника.|向目標位置發射電荷,攻擊敵人|指定地点に電撃を放ち、敵を感電させる。|목표 지점으로 전기 충격을 날려 적을 감전시킵니다.||Lancer pour lancer une charge électrique en direction de l'endroit ciblé, ce qui a pour effet d'étourdir l'ennemi.
talent_desc_relicFlail|Cast to start spinning a flail dealing Damage to enemies hit.||Conjure para rodar um mangual, causando Dano a inimigos atingidos.|Бросьте, чтобы начать вращать цеп, нанося урон пораженным врагам.|開始旋轉連枷,對擊中的敵人造成傷害|メイスを回転させ、命中した敵にダメージを与える。|철퇴를 휘두르기 시작하여 적중한 적에게 데미지를 줍니다.||Lancer pour faire tourner un fléau qui inflige des dégâts aux ennemis touchés.
talent_desc_relicSoulBox|Cast to drop a soul box on the ground for a short period.||Conjure para jogar uma caixa de almas no chão por um curto período de tempo.|Бросьте, чтобы на короткое время уронить шкатулку с душой на землю.|將靈魂盒短時間掉落在地上|地面に魂の箱を設置し、一定時間持続する。|일정 시간 동안 땅에 영혼 상자를 설치합니다.||Lancer pour laisser tomber une boîte d'âme sur le sol pendant une courte période.
talent_desc_relicChickenMask|Cast to equip a chicken mask on Death.||Conjure para equipar a máscara de galinha na Morte.|Разыгрывайте, чтобы надеть маску цыпленка на Смерть.|死亡時裝備雞面具|死神にニワトリの仮面を装着させる。|사망 시 닭 가면을 착용합니다.||Lancer pour équiper la Mort d'un masque de poulet.
talent_desc_relicCursedBook|Holds a curse against Anubis.. Use with caution.||Carrega uma maldição contra Anubis.. Use com cuidado.||對阿努比斯有詛咒..謹慎使用|アヌビスへの呪いを持つ。注意して使うこと。|아누비스에 대한 저주가 담겨 있습니다… 주의해서 사용하세요.||
talent_desc_relicSucker|I argue that this talent does not exist.||I argue that this talent does not exist.|Я утверждаю, что такого таланта не существует.|我認為這個技能不存在|このタレントは存在しないと主張する。|이 특성은 존재하지 않는다고 주장합니다.||Je suis certain que ce talent n'existe pas.
talent_desc_relicBombBoat|Cast to shoot a cannonball towards the ships on the coast.||Conjure para atirar uma bola de canhão em direção aos navios no litoral.|Бросьте, чтобы выстрелить пушечным ядром в сторону кораблей на побережье.|向海岸上的船隻發射砲彈|海岸の船に向かって大砲の弾を撃つ。|해안에 있는 배를 향해 대포알을 발사합니다.||Lancer un boulet de canon vers les navires sur la côte.
talent_desc_relicFishNet|Cast to throw a net on the ground that catches fish.||Conjure para arremessar uma rede no chão que captura peixes.|Заброс для того, чтобы бросить на землю сеть, в которую ловится рыба.|在地上撒網捕魚|地面に網を投げ、魚を捕まえる。|바닥에 그물을 던져 물고기를 잡습니다.||Lancer un filet sur le sol qui attrape les poissons.
talent_desc_relicBookOfCommand|Shuts down any nearby portals..||Fecha todos os portais próximos.||關閉任何附近的傳送門|近くのポータルをすべて閉じる。|근처의 포탈을 모두 비활성화합니다.||
talent_desc_relicSucker5000|Cast to suck in enemies.||Conjure para aspirar inimigos.|Разыгрывается для поглощения врагов.|吸入敵人|敵を吸い込む。|적을 끌어당깁니다.||Lancer pour aspirer les ennemis.
talent_desc_relicSucker5000b|Cast to suck in black holes.||Conjure para aspirar buracos negros.|Бросок, чтобы засасывать в черные дыры.|吸入黑洞|ブラックホールを吸い込む。|블랙홀을 끌어당깁니다.||Lancer pour aspirer les trous noirs.
talent_desc_relicDevilHorn|Gain increased Life Replenish for a short period!||Ganhe Recuperação de Vida aumentada por um curto período!|Сатанинское Пополнение делает это|短時間內獲得更多的生命回復|一時的にライフ回復量を増加させる。|일시적으로 생명 회복 속도를 증가시킵니다!||Provoque Réalimentation satanique
talent_desc_relicFrozenOrb|Perform a chilling AOE strike dealing extra damage and freezing enemies.||Executa um ataque em área arrepiante, causando dano extra e congelando os inimigos.||進行令人不寒而慄的範圍攻擊，造成額外傷害並凍結敵人|冷気の範囲攻撃で敵を凍結させ追加ダメージを与える。|차가운 광역 타격을 가하여 추가 데미지를 주고 적을 얼립니다.||
talent_desc_relicStormDagger|Perform a charged attack striking enemies with thunder bolts.||Execute um ataque carregado, atingindo os inimigos com raios.||用雷電攻擊敵人蓄力攻擊|チャージ攻撃で雷撃を放つ。|충전된 공격으로 적을 번개로 타격합니다.||
talent_desc_relicOdinsSword|Perform a fiery attack setting enemies on fire.||Execute um ataque ardente que incendeia os inimigos.||進行猛烈攻擊,使敵人著火|火の攻撃で敵を炎上させる。|불타는 공격으로 적에게 불을 붙입니다.||
talent_desc_relicDevilSkull|||||||||
talent_desc_relicOgreClub|||||||||
talent_desc_relicBasiliksTooth|||||||||
talent_desc_relicFireAndIce|||||||||
talent_desc_relicDeathsScythe|||||||||
talent_desc_relicCactus|||||||||
talent_desc_relicAssassinsShuriken|||||||||
talent_desc_relicRazerHeadSet|||||||||
talent_desc_relicRazorLeaf|||||||||
talent_desc_relicTequila|||||||||
talent_desc_relicMightySushi|||||||||
talent_desc_relicRiceChopsticks|||||||||
talent_desc_relicDaPlayer|||||||||
talent_desc_relicWitchClaw|||||||||
talent_desc_relicShatteredKatana|||||||||
talent_desc_relicLargeBeer|||||||||
talent_desc_relicMagnet|||||||||
talent_desc_relicNecromancersFinger|||||||||
talent_desc_relicLightningBall|||||||||
talent_desc_relicEsEnergy|||||||||
talent_desc_relicSatansEye|||||||||
talent_desc_relicHolyGrail|||||||||
talent_desc_relicWinnersDrug|Chance on cast to increase your magic skill damage and faster cast rate for a short duration.||||施法時有機率在短時間內增加你的魔法技能傷害和更快的施法速度。|||||
talent_desc_relicLotteryTicket|||||||||
talent_desc_relicHandOfMidas|||||||||
talent_desc_relicAmazonsSpears|||||||||
talent_desc_relicManaDice|Chance on cast to replenish a portion of your maximum mana.||||施法時有機率補充最大法力值的一部分。|||||
talent_desc_relicZombiesFace|||||||||
talent_desc_relicMetalDetector|||||||||
talent_desc_relicPickledBrain|||||||||
talent_desc_relicDemonSheep|||||||||
talent_desc_relicSkullbat|||||||||
talent_desc_relicShredder|||||||||
talent_desc_relicFetus|||||||||
talent_desc_relicTheEye|||||||||
talent_desc_relicShrunkenHead|||||||||
talent_desc_relicAncientRock|||||||||
talent_desc_relicTemplarShield|||||||||
talent_desc_relicTheAllmightyFedora|||||||||
talent_desc_relicGuardianAngel|||||||||
talent_desc_relicWarZeppelin|||||||||
talent_desc_relicKarpHead|||||||||
talent_desc_relicMinisect|||||||||
talent_desc_relicHoneyBee|||||||||
talent_desc_relicStevesDirtyHead|||||||||
talent_desc_relicScytheOfBlood|||||||||
talent_desc_relicPulser|Send a wave of radiation that destroys nearby cloaking devices.||Envie uma onda de radiação que destrói dispositivos de camuflagem próximos.||發射一波輻射波，摧毀附近的隱形裝置|近くのステルス装置を破壊する放射線の波を放つ。|근처의 은폐 장치를 파괴하는 방사능 파동을 발산합니다. ||
